CID,D_Dtr04,D_Dtr09,ATSC7s,ATSC8s,GATS6e,GATS7s,P_VSA_LogP_8,P_VSA_MR_3,P_VSA_MR_8,P_VSA_m_4,P_VSA_e_4,P_VSA_i_1,P_VSA_s_5,SM15_EA_ed_,SM05_AEA_ri_,SM06_AEA_ri_,Eig10_EA_ed_,Eig11_EA_ed_,RDF045u,RDF030p,RDF080i,RDF115i,RDF115s,Mor06s,HATS0s,HATS3s,H_052,SsOH,G_O__O_,TPSA_Tot_,SAdon
261,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52742266508819,1.52838505309109,1.5271796258079,1.5271796258079,1.5271796258079,1.52443121036395,1.53959126776982,1.53360914551151,1.5271796258079,1.5271796258079,1.5271796258079,1.56082986144429,1.5271796258079
262,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.65294512612648,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58040222089074,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53080363311509,1.52937015892445,1.5271796258079,1.5271796258079,1.5271796258079,1.52642016809946,1.53483848334537,1.53712614831949,1.53975317897557,1.560271193465,1.53331148993854,1.59836134326021,1.65294512612648
263,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.60153181874471,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53147897165325,1.52885892790613,1.5271796258079,1.5271796258079,1.5271796258079,1.52238865615598,1.53139628497798,1.53109277108318,1.53147049273831,1.54388386816512,1.5271796258079,1.5664065154363,1.60153181874471
264,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.57362853371305,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53019192028647,1.52842602839412,1.5271796258079,1.5271796258079,1.5271796258079,1.5166296017735,1.53975115600151,1.5349507647443,1.5271796258079,1.54358126362717,1.5271796258079,1.59374914739678,1.60153181874471
307,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5283915235021,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52726646356663,1.52728816640327,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52733156415709,1.5271796258079
311,1.5271796258079,1.5271796258079,1.59106147118385,1.5353660033462,1.52926717156683,1.53057368826657,1.5271796258079,1.60153181874471,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.59539686001043,1.51738575227917,1.51269223229516,1.51738575227917,1.51269223229516,1.54134412718727,1.53493621375935,1.5271796258079,1.5271796258079,1.5271796258079,1.51289691683992,1.54609500704791,1.53823348470641,1.5271796258079,1.5885060325128,1.64826004780346,1.6951196250643,1.72296891573049
323,1.5271796258079,1.5271796258079,1.53939677816866,1.5271796258079,1.53063759165536,1.53625961141551,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58764763192479,1.51694715833051,1.51536997962566,1.51694715833051,1.51536997962566,1.5338498392648,1.52754622769024,1.5271796258079,1.5271796258079,1.5271796258079,1.5141692108377,1.53379335787866,1.52991414434039,1.5271796258079,1.5271796258079,1.5271796258079,1.58291908232999,1.5271796258079
325,1.5271796258079,1.5271796258079,1.54440281850181,1.56291563068614,1.52811524363432,1.53116285874771,1.5271796258079,1.60153181874471,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58515352673886,1.51534214545096,1.51480084450207,1.51534214545096,1.51480084450207,1.55163257433373,1.53269573144994,1.54062091663432,1.5271796258079,1.5271796258079,1.51784158175268,1.52970873888503,1.52933369104605,1.5271796258079,1.54526369390966,1.5271796258079,1.5664065154363,1.60153181874471
326,1.5271796258079,1.5271796258079,1.5468116618787,1.57107844605824,1.52816060017415,1.53249983866782,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58515352673886,1.51534214545096,1.51480084450207,1.51534214545096,1.51480084450207,1.54954606855775,1.53192354765555,1.52777578339749,1.5271796258079,1.5271796258079,1.51781641529918,1.53260729049468,1.52992483605036,1.5271796258079,1.5271796258079,1.5271796258079,1.56082986144429,1.5271796258079
342,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5810524677729,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53704810753132,1.52899654608364,1.5271796258079,1.5271796258079,1.5271796258079,1.51951522260528,1.53243449303476,1.52992269775974,1.5271796258079,1.54535386135937,1.5271796258079,1.5664065154363,1.60153181874471
356,1.5271796258079,1.5271796258079,1.53193623350116,1.53014280686604,1.52907605812241,1.52934441766785,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53427183417625,1.53164634741041,1.52866522231898,1.5271796258079,1.5271796258079,1.52948594855594,1.52820594517656,1.52912761452804,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079
379,1.5271796258079,1.5271796258079,1.5624809395864,1.56386812823184,1.52957595513338,1.5304052994567,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.57391140170133,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53765304877686,1.53122230541361,1.5292092149965,1.52720568157403,1.52719699674147,1.52712098641715,1.53258201355935,1.53077597029915,1.5271796258079,1.5442865330995,1.5271796258079,1.59374914739678,1.60153181874471
454,1.5271796258079,1.5271796258079,1.54562995632745,1.54870791479926,1.5295588145307,1.53050763064211,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53308056810416,1.53126051063541,1.52851010609191,1.5271796258079,1.5271796258079,1.53338699916151,1.53230583946313,1.53026663210361,1.5271796258079,1.5271796258079,1.5271796258079,1.56082986144429,1.5271796258079
460,1.5271796258079,1.5271796258079,1.53144081335103,1.5271796258079,1.52724909939609,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58580143015793,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.54263051652599,1.52729684679869,1.5271796258079,1.5271796258079,1.5271796258079,1.52034735774085,1.53250194619129,1.52956309983606,1.5271796258079,1.54569255582913,1.53311627565327,1.58173201484616,1.60153181874471
527,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52738145852525,1.5278601682661,1.5271796258079,1.5271796258079,1.5271796258079,1.52637218552711,1.54658218336709,1.53710972153977,1.5271796258079,1.5271796258079,1.5271796258079,1.56082986144429,1.5271796258079
650,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58040222089074,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5311607352849,1.53180510274212,1.5271796258079,1.5271796258079,1.5271796258079,1.52877286253187,1.55116873485059,1.55027927373056,1.5271796258079,1.5271796258079,1.53285775890121,1.58900743033534,1.5271796258079
660,1.5271796258079,1.5271796258079,1.53886082494691,1.5271796258079,1.5297836537455,1.53367824756069,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58764763192479,1.51694715833051,1.51536997962566,1.51694715833051,1.51536997962566,1.53443034498565,1.53048844802735,1.5271796258079,1.5271796258079,1.5271796258079,1.51599973660663,1.53524360908989,1.53326323111341,1.5271796258079,1.5271796258079,1.5271796258079,1.5766378289588,1.5271796258079
679,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.56449086240651,1.56449086240651,1.5271796258079,1.56449086240651,1.5271796258079,1.56738320330684,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5281778758209,1.52838936672453,1.5271796258079,1.5271796258079,1.5271796258079,1.53368452823108,1.55626890277358,1.54383248185488,1.5271796258079,1.5271796258079,1.5271796258079,1.59223307289327,1.5271796258079
702,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.60153181874471,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52771517475304,1.5271796258079,1.5271796258079,1.5271796258079,1.52091497127584,1.53590436294055,1.53496531453496,1.53357772659197,1.54289899228597,1.5271796258079,1.5664065154363,1.60153181874471
750,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.57225920860909,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53129234205067,1.52789693891986,1.5271796258079,1.5271796258079,1.5271796258079,1.51452142729844,1.54376130679873,1.54207436667194,1.5271796258079,1.54295462494066,1.5271796258079,1.62839929705376,1.64250520802725
753,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.69185900240348,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.57611504196536,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53128597622349,1.52800504397088,1.5271796258079,1.5271796258079,1.5271796258079,1.52600753310379,1.53750354394584,1.54021179527245,1.5271796258079,1.5728591089862,1.54845202680422,1.62520831201049,1.69185900240348
798,1.5271796258079,1.57265323402906,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.56031976652576,1.58739433253155,1.51360329280762,1.5271796258079,1.51360329280762,1.5271796258079,1.53573267969015,1.52919418613997,1.5271796258079,1.5271796258079,1.5271796258079,1.5191181487336,1.52822537521851,1.528852474445,1.5271796258079,1.5271796258079,1.5271796258079,1.55851890707045,1.56031976652576
807,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52765021405285,1.53199330860244,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079
875,1.5271796258079,1.5271796258079,1.53672531054841,1.5271796258079,1.53037757462961,1.5271796258079,1.5271796258079,1.65294512612648,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58792965398418,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53231216886684,1.52989275899371,1.5271796258079,1.5271796258079,1.5271796258079,1.49699687816696,1.54931439506815,1.55196313654757,1.5271796258079,1.58653336508311,1.61194678400642,1.68099866842136,1.72296891573049
887,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.60153181874471,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52720568157403,1.5271796258079,1.5271796258079,1.5271796258079,1.52254694869576,1.54036104298543,1.52941519717234,1.5271796258079,1.54176463442812,1.5271796258079,1.5664065154363,1.60153181874471
957,1.5271796258079,1.5271796258079,1.54158253774937,1.54460957713661,1.52936157891899,1.53002958083659,1.5271796258079,1.60153181874471,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53665944524889,1.53172468442897,1.52892775028334,1.5271796258079,1.5271796258079,1.53031357776778,1.52903952997121,1.52940233026377,1.53147049273831,1.5445879281027,1.5271796258079,1.5664065154363,1.60153181874471
962,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.62212405606387,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.62212405606387
994,1.5271796258079,1.5271796258079,1.57607728713142,1.55128244198959,1.53054812048264,1.53104390576435,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58419658979328,1.51794678513146,1.51646600263945,1.51794678513146,1.51646600263945,1.54168061317901,1.52899224712439,1.52850795074893,1.5271796258079,1.5271796258079,1.50848887010928,1.53377034178811,1.53283462117148,1.53147049273831,1.54477480920869,1.5271796258079,1.62839929705376,1.64250520802725
997,1.5271796258079,1.5271796258079,1.58719757293623,1.55477301404625,1.53179875525067,1.53182625940985,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58419658979328,1.51794678513146,1.51646600263945,1.51794678513146,1.51646600263945,1.54304995433665,1.52760906003391,1.5274378440542,1.5271796258079,1.5271796258079,1.50105264287636,1.54046987387787,1.53962366188967,1.5271796258079,1.54433384491148,1.53965200187069,1.61727756553049,1.60153181874471
999,1.5271796258079,1.5271796258079,1.54941016506476,1.52929936151405,1.53197217181336,1.5317479671565,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5821016829946,1.5155623816728,1.5271796258079,1.5155623816728,1.5271796258079,1.54576881883034,1.52750288213884,1.52981361086504,1.5271796258079,1.5271796258079,1.50221608309776,1.54344264345164,1.53446995056178,1.5271796258079,1.54447767350366,1.5271796258079,1.59374914739678,1.60153181874471
1001,1.5271796258079,1.5271796258079,1.53382473864615,1.52819083145735,1.53005949660024,1.52961665745282,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58112580447036,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.54232176113308,1.52900299432802,1.52857044511439,1.5271796258079,1.5271796258079,1.51583556378787,1.52903952997121,1.53013853549323,1.53147049273831,1.5271796258079,1.5271796258079,1.57617904202503,1.58710526331873
1030,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.65294512612648,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.57225920860909,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53141112900821,1.52782771727319,1.5271796258079,1.5271796258079,1.5271796258079,1.5240294228873,1.53511074679511,1.53763462350211,1.53357772659197,1.55890922957784,1.53310367380891,1.59836134326021,1.65294512612648
1031,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.60153181874471,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53131355982874,1.52815628100085,1.5271796258079,1.5271796258079,1.5271796258079,1.52265165698742,1.53236068680504,1.53266625602462,1.53147049273831,1.54350602622022,1.5271796258079,1.5664065154363,1.60153181874471
1032,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.57225920860909,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53130295125621,1.52784718857763,1.5271796258079,1.5271796258079,1.5271796258079,1.51830082217891,1.54419187128537,1.53900309223184,1.5271796258079,1.54320277086043,1.5271796258079,1.59374914739678,1.60153181874471
1049,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52727080434519,1.52720351040552,1.5271796258079,1.5271796258079,1.5271796258079,1.52187938853568,1.52881159709524,1.52951595580383,1.5271796258079,1.5271796258079,1.5271796258079,1.55316675285497,1.5271796258079
1060,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58040222089074,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53109064678328,1.52770434961282,1.5271796258079,1.5271796258079,1.5271796258079,1.50971350580332,1.55985687110787,1.55951927894122,1.5271796258079,1.54304201219109,1.53970866819156,1.61727756553049,1.60153181874471
1068,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58606021135916,1.58606021135916,1.5271796258079,1.58606021135916,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52753972652905,1.52881590041584,1.5271796258079,1.5271796258079,1.5271796258079,1.52606435430532,1.53063546191218,1.52809148084047,1.5271796258079,1.5271796258079,1.5271796258079,1.57499363321233,1.5271796258079
1110,1.5271796258079,1.5271796258079,1.53362171152202,1.5271796258079,1.53257358711479,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.57567789009832,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53218342664885,1.52810660298486,1.5271796258079,1.5271796258079,1.5271796258079,1.50964648538428,1.54735498962365,1.54004222587588,1.5271796258079,1.55853344640776,1.56797621159396,1.64142050180385,1.65294512612648
1127,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58606021135916,1.58606021135916,1.5271796258079,1.58606021135916,1.5271796258079,1.56723290395971,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52925858659821,1.53034557907573,1.5271796258079,1.5271796258079,1.5271796258079,1.52326086798744,1.52937015892445,1.53166117057566,1.53566023323503,1.5271796258079,1.5271796258079,1.57499363321233,1.5271796258079
1136,1.5271796258079,1.5271796258079,1.53110551634972,1.5271796258079,1.53184318293089,1.5271796258079,1.5271796258079,1.60153181874471,1.58459531706769,1.58459531706769,1.5271796258079,1.58459531706769,1.5271796258079,1.58609582103189,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.54921282167773,1.5315065253343,1.5271796258079,1.5271796258079,1.5271796258079,1.51934061827075,1.53275677213064,1.53091849416809,1.5271796258079,1.54482002426142,1.5271796258079,1.62602712609469,1.60153181874471
1140,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.57803445380821,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.53185164408714,1.52896430136018,1.5271796258079,1.5271796258079,1.5271796258079,1.52184583328146,1.52984356294429,1.52922853594884,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079
1146,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.56738320330684,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.52854674293486,1.5271796258079,1.5271796258079,1.5271796258079,1.5230698789135,1.52917056680302,1.52944736037697,1.5271796258079,1.5271796258079,1.5271796258079,1.53407976294819,1.5271796258079
1183,1.5271796258079,1.5271796258079,1.58161603102019,1.5271796258079,1.52810660298486,1.53208205567214,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.5271796258079,1.58654108542192,1.51637376858077,1.51323050187669,1.51637376858077,1.51323050187669,1.5389969974114,1.52734024244106,1.5271796258079,1.5271796258079,1.5271796258079,1.51664572321439,1.53581130231166,1.52916412462204,1.5271796258079,1.54589585031636,1.55728592140755,1.60688068263732,1.60153181874471
