Dataset,Mixture Label,CID,CID.0,CID.1,CID.2,CID.3,CID.4,CID.5,CID.6,CID.7,CID.8,CID.9,CID.10,CID.11,CID.12,CID.13,CID.14,CID.15,CID.16,CID.17
Exp2,12,80.27,34.61,62.69,82.03,77.2,10.75,39.88,51.0,75.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp2,13,35.01,21.92,82.03,61.55,66.27,73.83,10.75,59.85,39.88,64.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp2,14,17.03,17.45,51.71,39.4,74.57,73.83,77.2,57.11,85.37,38.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,201,58.29,68.09,53.43,37.27,54.45,58.47,52.93,62.91,51.68,66.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,202,60.14,46.62,26.65,38.83,71.48,53.43,42.54,37.27,52.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,203,64.42,46.62,26.65,56.63,22.37,61.82,47.9,55.54,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,204,39.03,58.29,46.62,28.77,52.93,52.96,55.84,55.54,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,205,58.29,68.09,56.63,54.45,62.41,52.93,24.24,55.54,61.41,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,206,58.29,54.45,50.77,52.93,52.96,33.88,30.1,55.84,55.54,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,207,39.03,46.62,37.27,56.63,58.47,24.24,22.6,52.96,52.27,61.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,208,36.53,64.42,46.62,41.19,53.43,56.63,52.96,61.82,47.9,55.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,211,58.29,52.14,68.99,58.47,52.93,33.88,55.84,55.54,50.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,212,49.54,58.29,52.14,71.48,52.26,55.5,70.14,74.44,24.24,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,213,39.03,49.54,54.41,36.53,46.62,50.94,52.27,32.34,61.82,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,214,36.53,51.59,26.65,22.37,58.47,61.82,55.54,66.88,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,215,36.53,46.62,26.65,41.19,42.54,62.41,51.68,64.58,57.6,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,216,49.54,41.19,53.43,55.5,57.78,62.41,74.44,47.9,48.33,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,217,54.41,58.29,38.83,41.19,56.63,74.44,28.29,30.1,61.82,55.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,218,39.03,40.5,58.29,46.62,52.14,58.47,30.1,51.68,61.82,61.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,221,49.54,54.41,65.93,52.26,42.54,50.94,58.47,32.34,33.88,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,222,58.29,38.83,57.78,22.37,50.77,52.93,71.61,52.96,62.91,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,223,22.45,51.59,38.83,71.48,67.04,51.68,55.84,66.88,48.33,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,224,38.83,22.37,52.93,52.96,62.91,47.9,57.6,48.33,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,225,51.59,41.19,42.54,56.63,70.14,71.61,55.84,61.82,61.38,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,226,38.83,53.43,57.78,74.44,24.24,52.96,30.1,51.68,61.41,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,227,58.29,22.45,46.62,51.59,22.37,22.6,28.29,64.5,48.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,228,58.29,26.65,41.19,68.99,22.37,50.94,58.47,74.44,55.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,231,36.53,64.42,22.45,65.93,53.43,70.14,62.91,64.58,66.88,48.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,232,39.03,60.14,65.93,52.14,41.19,37.27,52.93,64.5,64.58,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,233,36.53,37.27,56.63,54.45,65.89,22.6,52.27,64.5,30.1,48.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,234,60.14,54.41,64.42,65.93,57.78,56.63,50.77,64.5,61.41,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,235,54.41,46.62,68.09,55.5,42.54,54.45,70.14,59.43,74.44,66.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,236,64.42,46.62,41.19,53.43,42.54,58.47,52.96,32.34,61.41,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,237,60.14,52.26,22.37,62.91,64.5,55.84,61.82,61.38,52.21,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,238,39.03,64.42,58.29,22.45,65.93,71.48,58.47,61.38,61.41,48.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,241,39.03,40.5,36.53,58.29,65.93,68.09,37.27,70.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,242,39.03,46.62,68.09,68.99,67.04,24.24,30.1,55.84,55.54,64.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,243,54.41,68.09,41.19,57.78,54.45,50.94,74.44,52.96,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,244,60.14,37.27,50.94,71.61,65.89,74.44,28.29,64.58,57.6,48.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,245,40.5,49.54,36.53,52.26,68.99,67.04,50.77,30.1,61.38,61.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,246,40.5,22.45,68.99,67.04,70.14,70.42,74.44,22.6,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,247,39.03,64.42,26.65,67.04,54.45,22.6,28.29,52.96,61.38,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,248,40.5,36.53,46.62,52.14,71.48,42.54,50.77,65.89,52.27,61.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,251,60.14,54.41,51.59,38.83,52.26,28.77,57.78,71.61,52.96,48.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,252,39.03,40.5,49.54,54.41,52.14,52.26,55.5,68.99,70.14,71.61,59.43,24.24,52.27,61.82,47.9,55.54,64.58,50.96,0.0
Exp6,253,39.03,54.41,38.83,55.5,42.54,67.04,57.78,70.14,62.41,59.43,32.34,61.38,64.58,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,254,54.41,52.14,71.48,52.26,55.5,54.45,61.82,48.33,52.21,50.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,255,54.41,36.53,57.78,59.43,62.91,32.34,33.88,51.68,64.58,66.88,48.33,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,256,60.14,54.41,38.83,52.14,55.5,42.54,37.27,73.54,71.61,74.44,24.24,61.38,48.33,52.21,0.0,0.0,0.0,0.0,0.0
Exp6,257,36.53,68.09,57.78,73.54,74.44,51.68,64.58,66.88,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,258,39.03,54.41,38.83,55.5,42.54,67.04,57.78,70.14,22.37,62.41,59.43,32.34,30.1,61.38,64.58,50.96,0.0,0.0,0.0
Exp6,261,39.03,54.41,53.43,42.54,52.96,52.27,61.82,47.9,66.88,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,262,40.5,36.53,51.59,68.09,37.27,54.45,50.77,65.89,28.29,62.91,61.82,47.9,55.54,54.39,50.96,0.0,0.0,0.0,0.0
Exp6,263,22.45,51.59,38.83,58.47,28.29,52.96,55.54,57.6,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,264,39.03,40.5,49.54,22.45,52.14,68.09,71.48,52.26,53.43,67.04,57.78,54.45,70.14,71.61,59.43,52.96,55.84,64.58,52.21
Exp6,265,39.03,60.14,68.09,71.48,67.04,28.77,54.45,50.94,58.47,59.43,24.24,47.9,66.88,54.39,0.0,0.0,0.0,0.0,0.0
Exp6,266,39.03,58.29,46.62,42.54,56.63,54.45,73.54,24.24,61.38,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,267,65.93,53.43,55.5,67.04,70.14,50.94,71.61,52.96,55.84,48.33,50.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,268,51.59,38.83,68.99,57.78,56.63,54.45,70.14,52.96,64.58,48.33,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,271,60.14,46.62,38.83,71.48,41.19,53.43,54.45,70.14,50.77,59.43,52.96,51.68,48.33,54.39,0.0,0.0,0.0,0.0,0.0
Exp6,272,54.41,71.48,55.5,42.54,37.27,73.54,74.44,24.24,61.82,48.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,273,40.5,68.09,55.5,68.99,37.27,56.63,62.41,73.54,65.89,61.38,57.6,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,274,54.41,36.53,71.48,55.5,42.54,37.27,67.04,54.45,58.47,59.43,51.68,61.38,54.39,50.96,0.0,0.0,0.0,0.0,0.0
Exp6,275,60.14,54.41,58.29,65.93,38.83,52.26,53.43,68.99,62.41,55.54,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,276,39.03,54.41,36.53,37.27,56.63,62.41,61.38,64.58,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,277,54.41,36.53,26.65,52.14,52.26,37.27,52.27,52.21,50.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,278,28.77,54.45,62.41,73.54,50.77,52.93,59.43,24.24,33.88,51.68,57.6,48.33,54.39,50.96,0.0,0.0,0.0,0.0,0.0
Exp6,281,46.62,38.83,52.14,71.48,42.54,56.63,62.41,71.61,59.43,65.89,74.44,52.27,57.6,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,282,40.5,49.54,54.41,36.53,22.45,51.59,38.83,68.99,22.37,52.96,55.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,283,39.03,49.54,65.93,46.62,68.09,71.48,41.19,55.5,67.04,62.41,50.77,71.61,59.43,74.44,32.34,66.88,0.0,0.0,0.0
Exp6,284,40.5,38.83,71.48,42.54,67.04,70.14,74.44,52.96,51.68,55.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,285,60.14,38.83,52.14,71.48,68.99,67.04,56.63,62.41,73.54,50.77,71.61,65.89,61.82,55.54,57.6,0.0,0.0,0.0,0.0
Exp6,286,58.29,51.59,55.5,67.04,57.78,62.41,73.54,52.93,74.44,55.84,55.54,66.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,287,40.5,36.53,51.59,38.83,68.09,71.48,42.54,59.43,52.96,51.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,288,49.54,46.62,38.83,52.26,42.54,56.63,70.14,50.77,65.89,52.27,64.5,55.84,61.82,47.9,0.0,0.0,0.0,0.0,0.0
Exp6,291,52.14,52.26,55.5,24.24,52.27,64.5,55.54,64.58,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,292,64.42,58.29,71.48,56.63,50.77,71.61,65.89,52.27,62.91,64.5,51.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,293,64.42,51.59,71.48,70.14,62.41,58.47,50.77,52.93,70.42,66.88,57.6,52.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,294,68.09,42.54,56.63,54.45,70.14,62.41,58.47,59.43,52.96,62.91,64.5,61.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,295,39.03,64.42,22.45,51.59,71.48,57.78,71.61,65.89,74.44,52.27,62.91,66.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,296,60.14,54.41,65.93,51.59,68.09,73.54,50.77,51.68,64.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,297,49.54,36.53,51.59,57.78,59.43,65.89,52.27,62.91,51.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp6,298,39.03,49.54,22.45,26.65,68.09,67.04,56.63,73.54,71.61,59.43,74.44,64.58,66.88,0.0,0.0,0.0,0.0,0.0,0.0
