Dataset,Mixture Label,CID,CID.0,CID.1,CID.2,CID.3,CID.4,CID.5,CID.6,CID.7,CID.8,CID.9,CID.10,CID.11,CID.12,CID.13,CID.14,CID.15,CID.16,CID.17
Exp6,274,999,1213,7519,7710,7749,7888,7966,8174,10890,22201,439570,638011,5365049,5366074,0,0,0,0,0
Exp6,275,326,999,3314,6305,7059,7655,7685,7731,10882,1712087,5363374,0,0,0,0,0,0,0,0
Exp6,276,263,999,1213,7888,8130,10882,638011,5284503,5363374,0,0,0,0,0,0,0,0,0,0
Exp6,277,999,1213,6997,7128,7655,7888,82227,5363374,5366074,0,0,0,0,0,0,0,0,0,0
Exp6,278,8042,8174,10882,11002,12265,13187,22201,61072,102861,439570,5352438,5363233,5365049,5366074,0,0,0,0,0
Exp6,281,6501,7059,7128,7519,7749,8130,10882,18458,22201,26331,31252,82227,5352438,0,0,0,0,0,0
Exp6,282,325,660,999,1213,6106,6544,7059,7731,8892,62378,637511,0,0,0,0,0,0,0,0
Exp6,283,263,660,6305,6501,7406,7519,7600,7710,7966,10882,12265,18458,22201,31252,91497,5323652,0,0,0
Exp6,284,325,7059,7519,7749,7966,8797,31252,62378,439570,1712087,0,0,0,0,0,0,0,0,0
Exp6,285,326,7059,7128,7519,7731,7966,8130,10882,11002,12265,18458,26331,637563,1712087,5352438,0,0,0,0
Exp6,286,3314,6544,7710,7966,8129,10882,11002,13187,31252,637511,1712087,5323652,0,0,0,0,0,0,0
Exp6,287,325,1213,6544,7059,7406,7519,7749,22201,62378,439570,0,0,0,0,0,0,0,0,0
Exp6,288,660,6501,7059,7655,7749,8130,8797,12265,26331,82227,93375,637511,637563,638014,0,0,0,0,0
Exp6,291,7128,7655,7710,61072,82227,93375,1712087,5284503,5363374,0,0,0,0,0,0,0,0,0,0
Exp6,292,2758,3314,7519,8130,12265,18458,26331,82227,82229,93375,439570,0,0,0,0,0,0,0,0
Exp6,293,2758,6544,7519,8797,10882,10890,12265,13187,19310,5323652,5352438,5363374,0,0,0,0,0,0,0
Exp6,294,7406,7749,8130,8174,8797,10882,10890,22201,62378,82229,93375,5281167,0,0,0,0,0,0,0
Exp6,295,263,2758,6106,6544,7519,8129,18458,26331,31252,82227,82229,5323652,0,0,0,0,0,0,0
Exp6,296,326,999,6305,6544,7406,11002,12265,439570,5284503,0,0,0,0,0,0,0,0,0,0
Exp6,297,660,1213,6544,8129,22201,26331,82227,82229,439570,0,0,0,0,0,0,0,0,0,0
Exp6,298,263,660,6106,6997,7406,7966,8130,11002,18458,22201,31252,5284503,5323652,0,0,0,0,0,0
